FOOD,STARTERS,NON VEG,TANDOORI CHICKEN FULL,Arabian Hut,300 .00,,
FOOD,STARTERS,NON VEG,TANDOORI CHICKEN HALF,Arabian Hut,160 .00,,
FOOD,STARTERS,NON VEG,TANGDI KABAB FULL,Arabian Hut,180. 00,,
FOOD,STARTERS,NON VEG,TANGDI KABAB HALF,Arabian Hut,100 .00,,
FOOD,STARTERS,NON VEG,CHICKEN TIKKA,Arabian Hut,180. 00,,
FOOD,STARTERS,NON VEG,RESHMI KABAB ,Arabian Hut,180. 00,,
FOOD,STARTERS,NON VEG,ARABIAN SPL KABAB,Arabian Hut,200. 00,,
FOOD,STARTERS,NON VEG,KALMI KABAB FULL,Arabian Hut,200. 00,,
FOOD,STARTERS,NON VEG,KALMI KABAB HALF,Arabian Hut,110 .00,,
FOOD,KADAI'S,VEG,CHEESE MASALA,Arabian Hut,140 .00,,
FOOD,KADAI'S,VEG,PANEER KADAI,Arabian Hut,140 .00,,
FOOD,KADAI'S,VEG,PANEER BUTTER MASALA,Arabian Hut,140. 00,,
FOOD,KADAI'S,VEG,PALAK PANEER,Arabian Hut,130 .00,,
FOOD,KADAI'S,VEG,PANEER KAJU MASALA,Arabian Hut,170 .00,,
FOOD,KADAI'S,VEG,KAJU MASALA,Arabian Hut,180 .00,,
FOOD,KADAI'S,VEG,SHAHI PANEER KURMA,Arabian Hut,140. 00,,
FOOD,KADAI'S,VEG,PANEER PASANDA,Arabian Hut,150 .00,,
FOOD,KADAI'S,VEG,PANEER DOPYAZA,Arabian Hut,150 .00,,
FOOD,KADAI'S,VEG,MIXED VEG. CURRY,Arabian Hut,130. 00,,
FOOD,KADAI'S,VEG,PANEER MUTTER MASALA,Arabian Hut,150 .00,,
FOOD,KADAI'S,VEG,VEG. KADAI,Arabian Hut,140 .00,,
FOOD,KADAI'S,VEG,VEG.KHEEMA MASALA,Arabian Hut,130 .00,,
FOOD,KADAI'S,VEG,VEG. KOFTA,Arabian Hut,150 .00,,
FOOD,KADAI'S,VEG,MALAI KOFTA ,Arabian Hut,170 .00,,
FOOD,KADAI'S,VEG,PANEER SHAHI KOFTA,Arabian Hut,170. 00,,
FOOD,KADAI'S,VEG,HARYALI KOFTA,Arabian Hut,170 .00,,
